siteID,nativeUS,totalcount,routeID,easting,northing
165_06,Non-native,8,165,525071,3558161
165_07,Non-native,39,165,524631,3559946
165_08,Non-native,25,165,524309,3560213
165_09,Non-native,1,165,525078,3560557
165_10,Non-native,29,165,524222,3561423
165_11,Non-native,3,165,525457,3561666
165_12,Non-native,48,165,524521,3562354
165_13,Non-native,28,165,524240,3563544
166_01,Non-native,115,166,515187,3558535
166_02,Non-native,69,166,517117,3558644
166_03,Non-native,183,166,515965,3559896
166_04,Non-native,82,166,516267,3559439
166_05,Non-native,27,166,518123,3559031
166_06,Non-native,137,166,515403,3559940
166_07,Non-native,177,166,516259,3560069
166_08,Non-native,79,166,517601,3560489
166_09,Non-native,74,166,518747,3560074
166_09a,Non-native,41,166,518562,3560656
166_10,Non-native,75,166,515360,3561701
166_11,Non-native,60,166,516494,3561646
167_01,Non-native,75,167,521614,3557500
167_02,Non-native,7,167,522116,3557774
167_03,Non-native,24,167,521814,3558531
167_04,Non-native,73,167,522227,3558985
167_05,Non-native,8,167,523074,3559195
167_05a,Non-native,2,167,523267,3558093
167_06,Non-native,18,167,521586,3559641
167_07,Non-native,18,167,522441,3559561
167_08,Non-native,109,167,519371,3560784
167_09,Non-native,73,167,520200,3560834
167_10,Non-native,9,167,521542,3560399
167_11,Non-native,5,167,523010,3559392
168_01,Non-native,11,168,521419,3555657
168_04,Non-native,17,168,521660,3555259
168_05,Non-native,3,168,522261,3555270
168_06,Non-native,2,168,523631,3555774
168_07,Non-native,14,168,521727,3556872
168_08,Non-native,12,168,522518,3556893
168_09,Non-native,55,168,523355,3556887
168_10,Non-native,39,168,523080,3557570
169_05,Non-native,1,169,520687,3557806
169_06,Non-native,21,169,518209,3558846
169_07,Non-native,16,169,519008,3558654
169_08,Non-native,96,169,521019,3558763
169_09,Non-native,13,169,518883,3559299
169_10,Non-native,1,169,519917,3559296
169_11,Non-native,96,169,520516,3559297
170_01,Non-native,112,170,505873,3576156
170_02,Non-native,15,170,505374,3577543
170_03,Non-native,19,170,503993,3578496
170_04,Non-native,10,170,504513,3578636
170_05,Non-native,4,170,506306,3578748
170_06,Non-native,28,170,503141,3579408
170_07,Non-native,10,170,504057,3579631
170_08,Non-native,2,170,505277,3579073
170_09,Non-native,69,170,503129,3580106
170_10,Non-native,18,170,503317,3581348
170_11,Non-native,2,170,503659,3582616
170_12,Non-native,4,170,504347,3582747
171_01,Non-native,51,171,491211,3557343
171_03,Non-native,42,171,493435,3556807
171_04,Non-native,6,171,491285,3558673
171_05,Non-native,34,171,492360,3558690
171_06,Non-native,35,171,493188,3558756
171_07,Non-native,68,171,491806,3559077
171_08,Non-native,34,171,492434,3559065
171_09,Non-native,24,171,491900,3560578
171_10,Non-native,16,171,492423,3560042
171_11,Non-native,165,171,491606,3561460
171_12,Non-native,154,171,492368,3561742
172_01,Non-native,70,172,504150,3583346
172_04,Non-native,20,172,504800,3584990
172_05,Non-native,7,172,505214,3584693
172_06,Non-native,6,172,505606,3584532
172_07,Non-native,13,172,505731,3585668
172_08,Non-native,4,172,505893,3585429
172_09,Non-native,7,172,506527,3586548
173_01,Non-native,51,173,498177,3581525
173_02,Non-native,52,173,499692,3581806
173_03,Non-native,74,173,500750,3581780
173_03a,Non-native,3,173,499851,3581130
173_04,Non-native,21,173,500163,3582864
173_05,Non-native,14,173,501597,3582621
173_06,Non-native,30,173,502200,3582666
173_07,Non-native,115,173,501246,3583284
173_08,Non-native,70,173,502358,3583918
173_09,Non-native,64,173,503136,3583154
173_10,Non-native,112,173,502598,3584219
173_11,Non-native,16,173,503054,3584697
174_01,Non-native,3,174,500604,3583229
174_02,Non-native,38,174,500561,3584699
174_03,Non-native,108,174,501740,3584708
174_04,Non-native,41,174,500461,3585811
174_05,Non-native,20,174,501618,3585445
174_05a,Non-native,2,174,501535,3585476
174_06,Non-native,9,174,502234,3585857
174_07,Non-native,25,174,502810,3585087
174_08,Non-native,6,174,504039,3585244
174_09,Non-native,4,174,503343,3586372
174_10,Non-native,1,174,504659,3586244
174_11,Non-native,53,174,505283,3586722
174_12,Non-native,7,174,504781,3587334
175_02,Non-native,23,175,492472,3578642
175_03,Non-native,34,175,493641,3578257
175_04,Non-native,70,175,494764,3578555
175_05,Non-native,66,175,495542,3578727
175_06,Non-native,59,175,496193,3578722
175_07,Non-native,49,175,496151,3579732
175_08,Non-native,17,175,497777,3579410
175_09,Non-native,29,175,497194,3580706
175_10,Non-native,10,175,498309,3580656
175_11,Non-native,32,175,497192,3581494
175_12,Non-native,6,175,497992,3582449
176_02,Non-native,2,176,488435,3578517
176_03,Non-native,16,176,489529,3578156
176_04,Non-native,16,176,490129,3578173
176_05,Non-native,11,176,488391,3579266
176_06,Non-native,22,176,489229,3579416
176_07,Non-native,25,176,490455,3579683
176_09,Non-native,29,176,488233,3580533
176_10,Non-native,49,176,489349,3580135
176_11,Non-native,75,176,491623,3580450
176_12,Non-native,57,176,492139,3580703
177_01,Non-native,100,177,492748,3579429
177_02,Non-native,74,177,493296,3579777
177_03,Non-native,123,177,494782,3579730
177_04,Non-native,225,177,495443,3579170
177_05,Non-native,1,177,493257,3580250
177_05a,Non-native,7,177,493218,3580781
177_06,Non-native,82,177,494603,3580431
177_07,Non-native,96,177,495682,3580748
177_08,Non-native,78,177,496431,3580641
177_08a,Non-native,34,177,496308,3580600
177_09,Non-native,2,177,491304,3581197
177_09a,Non-native,4,177,491386,3581632
177_10,Non-native,122,177,492598,3581865
177_11,Non-native,196,177,493625,3581616
177_12,Non-native,27,177,494106,3581127
177_12a,Non-native,26,177,494363,3581045
178_01,Non-native,19,178,490805,3580650
178_02,Non-native,18,178,489356,3581322
178_03,Non-native,6,178,490397,3581589
178_04,Non-native,50,178,495241,3581488
178_05,Non-native,45,178,496177,3581441
178_06,Non-native,1,178,490725,3582839
178_07,Non-native,12,178,491508,3582438
178_08,Non-native,20,178,492533,3582363
178_09,Non-native,40,178,493854,3582353
178_10,Non-native,10,178,494080,3582621
178_11,Non-native,38,178,495038,3581971
178_12,Non-native,57,178,496236,3582445
179_01,Non-native,4,179,486361,3578171
179_03,Non-native,1,179,487383,3579433
179_04,Non-native,9,179,486309,3580403
179_05,Non-native,26,179,487563,3580450
179_06,Non-native,11,179,486798,3581494
179_07a,Non-native,18,179,487129,3581516
179_08,Non-native,40,179,488862,3581535
179_09,Non-native,2,179,486587,3582207
179_10,Non-native,48,179,487552,3582300
179_11,Non-native,47,179,488361,3582429
179_12,Non-native,3,179,489232,3582088
180_01,Non-native,17,180,498606,3582957
180_02,Non-native,6,180,499854,3581918
180_03,Non-native,23,180,493257,3582939
180_04,Non-native,25,180,494896,3583789
180_05,Non-native,86,180,495831,3583116
180_06,Non-native,27,180,496911,3583746
180_07,Non-native,18,180,497591,3583591
180_08a,Non-native,1,180,498461,3583450
180_09,Non-native,23,180,499329,3583176
180_10,Non-native,9,180,497513,3584753
180_12,Non-native,6,180,499657,3584373
181_01,Non-native,15,181,502346,3586794
181_01a,Non-native,9,181,502544,3586772
181_02,Non-native,7,181,501681,3587344
181_02a,Non-native,2,181,501584,3587504
181_03,Non-native,4,181,502221,3587860
181_04,Non-native,3,181,503791,3587423
181_05,Non-native,5,181,501552,3588206
181_06,Non-native,22,181,502498,3588215
181_07,Non-native,64,181,501576,3589312
181_08,Non-native,98,181,502275,3589489
181_09,Non-native,6,181,501794,3590577
181_10,Non-native,15,181,502189,3590837
181_11,Non-native,33,181,501207,3591096
182_01,Non-native,15,182,498294,3586675
182_02,Non-native,64,182,499390,3586467
182_03,Non-native,47,182,500796,3586579
182_04,Non-native,6,182,501387,3586079
182_05,Non-native,33,182,499814,3587114
182_06,Non-native,59,182,500677,3587354
182_07,Non-native,13,182,500135,3587540
182_08,Non-native,3,182,500431,3589199
182_10,Non-native,4,182,500037,3591207
182_11,Non-native,29,182,501966,3590712
183_03,Non-native,6,183,493246,3584273
183_04,Non-native,8,183,494621,3584251
183_05,Non-native,16,183,495483,3584671
183_06,Non-native,36,183,496252,3584459
183_07,Non-native,6,183,495402,3585872
183_08,Non-native,12,183,496408,3585287
183_09,Non-native,4,183,497455,3585062
183_10,Non-native,29,183,498777,3585560
183_11,Non-native,87,183,499356,3585286
184_01,Non-native,38,184,490031,3557225
184_02,Non-native,67,184,490323,3557686
184_04,Non-native,24,184,490805,3558678
184_05,Non-native,63,184,489040,3559835
184_06,Non-native,48,184,490874,3559798
184_07,Non-native,1,184,489453,3561123
184_08,Non-native,2,184,490285,3560897
184_09,Non-native,10,184,489869,3561364
184_12,Non-native,31,184,491723,3562505
185_03,Non-native,2,185,496057,3561438
185_04,Non-native,1,185,496822,3561476
185_05,Non-native,19,185,497729,3561405
